income,height,weight,age,marital,sex,education,afqt
25000,69,139,50,separated,female,13,2.278
20000,75,210,49,single,male,16,52.935
45000,65,130,49,divorced,female,14,53.313
80000,69,185,55,married,male,12,NA
60000,67,145,49,married,female,16,98.483
4000,63,120,51,divorced,female,13,19.486
343830,72,200,51,married,male,16,81.304
42000,73,210,48,married,male,12,30.372
500,68,NA,49,married,female,12,17.097
60000,65,132,53,married,female,14,19.543
42000,66,225,55,married,male,12,9.478
42000,62,150,52,married,female,13,48.409
32000,67,160,53,married,female,14,70.403
65000,64,135,55,married,female,14,62.488
100000,72,270,54,single,female,16,85.163
95559,71,215,50,married,male,14,84.843
343830,75,222,53,married,male,16,90.899
104000,67,150,52,married,female,18,94.121
40000,64,190,48,married,female,18,97.585
343830,69,180,50,married,male,16,47.504
100000,72,270,54,married,male,16,92.725
343830,71,162,48,married,male,16,69.532
117000,67,200,51,married,male,16,60.14
140400,70,220,52,married,male,14,59.027
100000,70,210,49,married,male,14,85.659
95000,72,200,48,married,male,12,65.045
58000,64,180,52,single,female,12,23.091
40000,70,185,50,married,male,10,10.01
70000,64,165,52,married,female,14,54.705
56000,67,164,49,married,female,12,64.763
109000,72,290,53,married,male,12,8.573
64480,71,215,55,married,male,12,50.743
38000,69,190,51,married,male,12,44.638
18000,63,NA,53,married,female,16,69.38
10000,60,163,54,married,female,10,8.594
38000,62,150,54,divorced,female,12,20.192
17000,71,170,53,divorced,male,12,45.692
23000,72,220,53,married,male,12,16.497
12000,67,180,52,married,female,11,16.996
11000,68,190,50,divorced,female,13,23.5
44000,74,175,48,divorced,male,10,12.338
67000,69,205,53,married,male,16,67.58
62000,72,210,55,married,male,15,59.362
30000,71,180,48,separated,male,12,43.261
28000,65,122,53,single,female,16,100
47000,65,132,50,divorced,female,12,44.275
24500,66,140,52,married,female,12,40.539
18000,64,220,52,divorced,female,12,59.535
30000,71,170,49,single,male,12,60.219
50000,67,163,54,married,female,17,89.164
85000,68,160,52,married,female,18,87.349
64000,67,210,50,married,male,12,56.643
343830,70,185,49,married,male,18,100
62000,64,185,51,divorced,female,18,84.623
75000,73,235,49,married,male,19,95.519
32000,66,194,50,single,female,12,39.656
35000,66,178,55,divorced,female,14,42.234
86000,74,205,49,divorced,male,12,66.229
80000,62,170,51,married,female,13,76.971
36000,72,200,54,married,male,19,100
43000,64,NA,53,divorced,female,14,88.406
21018,74,200,49,married,male,12,56.987
31000,64,180,55,widowed,female,12,45.131
10000,69,194,50,married,male,8,10.482
21000,62,125,55,divorced,female,12,44.272
50000,71,197,50,divorced,male,12,11.451
30000,65,188,49,married,female,12,29.236
26000,69,200,48,married,male,11,16.44
25000,64,200,53,married,female,12,34.125
9000,70,185,54,married,male,9,11.341
26000,68,200,53,married,female,12,NA
20000,67,195,50,married,female,12,54.385
27000,72,210,48,single,male,12,NA
83000,70,210,53,married,male,12,43.564
30000,63,110,49,divorced,female,13,NA
145000,74,198,49,married,male,16,86.859
40000,73,210,48,divorced,male,15,65.893
78000,64,230,48,divorced,female,16,89.109
20000,63,180,50,divorced,female,15,61.169
46000,70,240,51,single,male,17,93.854
15000,74,260,54,married,male,12,43.655
38000,68,175,49,married,female,16,46.574
11400,67,265,49,married,female,13,82.637
12000,70,185,49,married,female,12,53.937
22000,74,225,51,married,male,14,61.977
34000,64,124,55,single,female,11,60.6
62000,66,200,52,married,male,12,77.514
32000,64,130,50,divorced,female,12,11.491
61000,61,140,54,married,female,13,74.194
81500,68,210,51,divorced,female,16,98.187
88000,77,195,48,married,male,14,62.75
70000,60,105,52,married,female,14,90.394
343830,68,175,48,married,male,18,97.105
40000,68,150,55,married,female,13,60.664
28000,66,230,54,married,female,13,93.878
44000,62,190,52,married,female,16,79.014
72000,66,168,48,married,female,16,98.376
32000,65,209,54,married,female,12,44.296
54000,71,190,54,divorced,male,14,81.855
66600,67,130,52,married,female,18,71.626
80000,71,230,51,married,male,16,83.353
343830,71,166,50,married,male,16,90.563
343830,70,190,48,married,male,16,93.01
40000,71,190,48,single,male,18,95.503
48000,70,175,52,married,male,14,77.854
86000,73,195,51,married,male,12,56.188
20000,62,200,48,married,female,12,62.465
24000,70,190,49,single,male,14,84.43
42000,63,145,48,married,female,19,55.403
57000,72,217,48,divorced,male,14,54.678
22000,70,155,49,divorced,female,12,44.859
22000,68,200,50,married,male,13,71.423
103000,71,240,48,married,male,14,72.615
60000,72,200,50,married,male,14,72.897
70000,74,218,52,married,male,14,75.431
42000,73,205,52,separated,male,14,91.95
65000,70,195,50,married,male,12,87.192
48000,71,195,48,divorced,male,13,92.938
27000,63,210,50,married,female,12,41.211
33000,61,180,48,married,female,14,69.395
35000,61,140,49,divorced,female,20,81.774
43000,64,107,51,married,female,16,95.394
50000,65,149,49,single,female,20,28.043
44000,62,130,51,married,female,16,89.918
59000,67,190,52,married,female,17,95.54
27000,65,195,51,divorced,female,12,67.661
54200,66,152,55,divorced,male,16,95.272
20000,63,145,50,married,female,18,91.182
37000,73,175,55,divorced,male,12,65.964
31850,69,170,52,married,female,14,53.053
105000,70,175,54,married,male,14,66.586
45000,68,180,55,divorced,male,12,50.386
45000,72,220,55,married,male,12,67.232
20000,63,145,54,divorced,female,13,38.555
80000,70,180,52,married,male,16,56.759
85000,73,250,50,married,male,16,77.629
108000,68,180,49,married,male,16,79.498
115000,74,235,54,married,male,16,80.642
100000,72,190,51,married,male,16,76.176
82400,72,250,50,married,male,18,70.619
21000,66,120,50,married,female,13,15.864
48000,70,185,55,married,male,12,55.398
40000,69,170,54,married,male,12,23.682
22600,72,210,54,married,male,12,29.39
32000,65,250,54,widowed,male,12,28.531
25000,71,238,50,divorced,male,12,21.305
22480,78,190,52,married,male,9,NA
10500,71,190,48,married,female,12,8.811
343830,72,205,52,married,male,20,86.847
62000,66,179,48,married,female,13,40.832
4000,73,210,51,married,male,12,70.097
120000,68,210,48,married,male,12,51.507
52000,68,170,53,married,male,12,25.611
69000,66,157,52,married,female,18,38.709
23328,65,120,49,married,female,14,45.899
98000,70,170,53,married,male,20,92.503
18000,64,210,48,married,female,12,63.204
42000,66,145,53,married,female,13,43.271
50000,68,180,52,married,female,12,83.26
52000,74,295,55,married,male,13,51.554
95000,69,170,48,married,female,16,83.641
32000,64,130,50,divorced,female,13,41.842
21000,64,134,48,married,female,13,81.658
50000,62,175,51,divorced,female,12,23.927
15500,73,265,55,married,male,16,60.522
15000,71,202,54,married,male,8,10.132
75000,70,195,48,divorced,male,12,13.494
56000,64,190,52,widowed,female,14,31.353
48000,72,230,53,married,male,12,25.492
40000,62,145,52,married,male,11,2.893
3000,66,148,48,widowed,female,9,5.405
19200,63,103,49,married,female,12,74.689
35000,63,270,50,divorced,female,20,73.712
31000,66,222,48,married,female,12,64.713
65000,62,170,47,married,female,16,69.387
10220,63,200,49,divorced,female,10,30.06
56000,65,150,49,married,female,14,97.692
40000,72,310,54,married,male,10,21.164
110000,72,230,50,married,male,12,69.186
58000,68,210,48,married,female,12,74.484
100000,71,250,51,married,male,12,67.386
70000,72,280,53,divorced,male,16,77.417
26000,66,185,53,married,female,12,47.582
74420,68,228,49,single,female,14,90.36
43000,68,160,51,divorced,male,12,0.638
12000,65,160,48,divorced,female,13,11.838
16000,64,183,50,married,female,12,33.643
80000,66,115,51,married,female,15,76.037
73000,66,135,55,single,female,18,92.247
108000,69,180,48,married,female,16,85.066
949,67,200,52,single,male,8,8.517
55000,69,210,48,married,male,12,70.51
45000,61,170,49,married,female,14,27.358
40000,70,193,49,married,male,12,21.009
18000,66,200,50,married,female,12,83.385
23000,62,118,53,married,female,14,86.508
28000,68,146,52,separated,female,16,76.676
85000,61,170,51,married,female,14,75.073
71000,71,177,49,single,male,16,80.394
54000,66,128,55,married,female,19,67.037
70000,68,165,51,married,female,16,67.504
343830,65,123,55,married,female,18,70.669
343830,68,190,49,married,male,20,99.328
158000,69,195,55,divorced,male,12,18.04
343830,70,205,48,married,male,20,87.153
130000,70,175,53,married,male,13,84.38
85000,71,180,55,single,male,16,91.144
43000,71,165,52,single,male,18,94.331
100000,73,220,49,divorced,male,14,79.135
55000,63,195,53,married,female,18,78.873
343830,71,230,55,married,male,12,30.607
80000,68,135,51,married,female,14,64.441
68000,67,170,53,divorced,female,15,58.229
343830,68,128,53,married,female,16,96.183
140000,71,170,51,married,male,16,100
25000,70,175,53,divorced,male,16,79.474
57000,71,210,49,married,male,15,56.438
40000,64,145,52,married,female,14,84.165
114000,70,185,52,married,male,12,67.488
78000,71,175,51,married,male,12,58.807
2500,67,149,54,married,female,14,74.4
343830,72,160,51,married,male,18,96.696
57600,63,135,48,single,female,16,58.584
88000,69,160,49,married,male,18,66.719
15000,63,204,51,married,female,12,13.195
33936,65,172,49,single,female,12,36.172
45000,74,222,53,divorced,male,15,71.788
55000,63,190,48,married,male,12,69.976
58000,63,128,50,single,female,14,52.035
38000,64,117,55,divorced,female,12,17.529
12000,63,200,50,married,female,12,38.648
12000,65,150,52,divorced,female,9,54.657
21000,64,208,49,married,female,17,68.792
140000,71,215,50,divorced,male,16,68.316
7000,59,160,51,married,female,12,20.709
100000,79,235,50,separated,male,13,28.625
90000,69,212,49,single,male,16,23.158
37000,62,145,55,widowed,female,13,24.969
7000,71,155,55,separated,male,12,14.171
25000,68,220,54,single,female,12,13.289
15000,66,180,52,married,female,11,1.931
800,63,140,48,widowed,female,12,NA
6000,63,295,49,divorced,female,11,2.61
6700,63,145,48,divorced,female,12,9.254
64000,64,180,48,married,female,16,72.251
12000,68,180,54,single,male,12,22.029
30000,70,170,49,married,male,20,73.751
77000,64,153,48,married,female,16,97.61
10370,64,160,51,married,female,15,69.693
28000,64,183,53,married,female,14,57.477
2000,71,200,50,married,female,12,48.184
100000,69,185,48,married,male,12,23.45
174000,66,118,50,widowed,female,20,89.381
56000,65,180,55,married,female,16,98.645
63000,62,114,53,divorced,female,12,65.262
30113,68,193,54,married,female,12,46.56
9500,64,109,53,married,female,9,28.392
400,68,190,54,divorced,female,12,10.923
37000,64,158,52,separated,female,13,38.717
68000,68,280,53,single,female,16,89.72
3500,64,175,55,married,female,14,77.314
38800,70,170,48,married,male,16,86.307
6000,65,200,50,single,female,15,47.968
4000,68,165,55,single,male,12,17.763
37280,63,140,52,married,female,16,60.402
60000,66,155,53,married,male,13,74.891
10000,59,105,51,married,female,12,60.518
55000,54,128,50,married,female,19,80.74
20000,70,180,51,married,male,12,50.547
59000,71,230,53,divorced,male,11,81.861
3000,72,195,50,separated,male,14,72.306
343830,74,250,49,married,male,14,58.127
100,68,180,51,widowed,female,13,36.433
60000,71,175,54,married,male,12,NA
38000,65,145,50,divorced,male,12,55.622
111000,71,175,50,married,female,12,80.536
52000,74,185,48,married,male,16,98.687
69000,70,190,52,married,male,12,30.097
21600,71,285,51,married,male,18,73.682
15000,68,173,48,divorced,female,20,52.354
103000,72,190,54,married,male,20,83.498
65000,70,210,51,married,male,13,84.442
30160,70,140,51,married,male,13,70.507
13000,63,130,49,divorced,female,12,53.747
6000,65,185,48,married,female,12,61.711
95000,70,225,51,separated,male,14,67.194
48000,73,205,48,married,male,12,37.165
76000,72,230,48,married,male,19,91.441
27000,69,180,54,married,male,12,42.843
40000,69,170,52,divorced,male,13,60.646
54000,68,150,54,single,female,16,53.09
21000,63,250,50,married,female,12,48.596
34000,66,200,52,married,female,14,75.345
20000,69,200,51,single,male,12,24.074
56000,69,186,49,single,female,14,52.58
32000,64,178,51,divorced,female,13,56.535
88767,65,143,49,married,male,16,72.335
30000,62,132,55,married,female,15,62.924
33000,71,212,49,married,male,12,8.159
18000,61,125,52,divorced,female,14,75.701
15000,68,210,49,separated,female,12,26.294
20000,66,NA,54,divorced,female,16,72.412
38000,71,240,50,married,male,12,10.577
34178,67,146,48,divorced,male,11,62.905
64000,67,150,50,divorced,female,12,33.664
100000,69,170,49,married,male,14,33.695
50000,68,180,55,married,male,12,8.837
140000,70,250,49,separated,male,14,46.218
20000,65,185,55,married,female,12,NA
104000,65,150,51,married,female,12,31.975
115000,72,250,54,married,male,16,83.809
50000,67,180,55,married,male,12,45.579
78000,67,140,53,married,female,16,50.133
41000,70,210,51,married,male,13,31.929
32000,69,240,48,married,male,10,21.71
9605,65,150,48,divorced,female,18,NA
50000,72,275,53,single,male,12,47.722
79000,72,265,52,married,male,16,46.534
343830,71,200,50,married,male,20,70.64
30000,66,160,48,married,female,12,46.743
80000,72,215,54,married,male,12,38.094
56000,74,265,52,married,male,12,15.176
24000,74,250,50,divorced,male,12,38.32
80000,69,185,48,single,female,14,35.57
38910,64,175,52,married,female,13,12.777
98000,67,250,50,divorced,female,9,30.913
33000,68,195,54,single,male,12,21.706
35000,60,135,49,married,female,12,34.971
13000,64,230,53,widowed,female,12,27.434
40000,63,175,51,married,female,12,38.424
31000,70,205,55,married,male,12,67.67
60000,62,160,55,married,female,16,4.008
56000,63,220,54,widowed,female,12,0.921
150000,70,205,49,married,male,14,55.998
52450,76,215,53,married,male,12,12.39
28800,66,200,55,divorced,female,12,75.256
25000,72,220,52,divorced,male,14,42.704
25000,61,140,50,married,female,12,27.089
12000,64,165,50,single,female,10,17.534
2000,74,285,48,married,male,12,27.724
35000,74,260,53,divorced,male,9,9.857
29000,65,170,49,married,female,12,20.101
30000,70,200,51,married,male,12,14.764
20000,67,150,51,married,male,12,46.376
25000,64,143,52,widowed,female,12,1.033
16500,64,205,54,married,female,17,79.838
43000,67,NA,55,married,female,12,22.097
23000,61,160,53,married,female,16,88.294
79900,67,210,50,married,male,12,15.276
35000,67,195,51,widowed,female,15,56.368
2160,67,125,54,married,female,12,27.953
75000,69,150,54,divorced,female,18,57.94
24000,66,225,53,divorced,male,12,74.661
58000,65,140,53,married,female,17,78.135
37500,60,123,49,married,female,13,86.332
36000,70,210,48,married,male,12,31.939
33000,72,180,52,married,male,12,22.362
13325,64,193,50,married,female,12,4.171
19871,64,205,55,divorced,female,12,NA
85000,66,185,49,divorced,female,17,84.207
36000,69,300,48,married,male,12,48.498
7000,64,129,52,divorced,female,16,52.155
56000,76,230,51,married,male,12,85.107
14000,64,165,48,married,female,12,76.53
22000,72,190,50,married,male,12,75.732
35000,66,155,55,divorced,female,20,88.694
50000,65,160,52,divorced,female,16,88.59
22000,65,177,52,married,female,12,60.895
49000,66,253,50,married,male,13,20.657
23000,64,175,48,married,female,14,64.846
22000,66,115,51,single,female,12,NA
45000,63,135,53,married,female,15,83.449
15000,66,260,54,widowed,female,15,54.144
53000,72,220,52,divorced,male,16,59.959
39000,68,230,50,married,male,12,36.242
15000,67,148,53,divorced,male,12,42.661
8000,63,180,53,divorced,female,14,20.057
90000,69,185,51,married,female,16,91.407
150000,71,185,49,married,male,16,71.119
72000,71,250,51,married,male,16,54.256
32000,73,241,49,married,male,16,47.881
105000,73,300,50,married,male,14,47.259
125000,74,190,48,divorced,male,16,71.464
4839,62,105,54,married,female,13,55.017
35000,74,210,51,divorced,male,14,12.563
63500,65,130,49,divorced,female,20,84.304
95000,74,175,52,married,male,16,63.248
14000,66,150,49,separated,female,13,62.412
44000,67,188,50,married,male,14,69.093
36000,66,145,48,single,male,12,26.187
93000,75,231,49,divorced,male,14,81.396
22000,64,169,50,married,female,13,55.327
8000,72,220,51,separated,male,16,44.732
57000,70,185,51,married,male,12,61.583
60000,72,190,50,married,male,11,30.514
38000,68,150,50,widowed,male,12,25.834
70000,68,185,48,married,male,14,18.621
60000,69,159,51,married,male,12,89.755
56000,76,250,52,married,male,16,84.609
28000,67,240,48,married,female,12,26.595
12000,69,160,53,married,female,16,87.078
34000,66,135,51,married,female,16,90.958
52000,66,160,48,married,female,16,76.589
10000,63,170,49,single,female,12,83.858
53000,70,255,52,married,male,14,85.856
42000,71,260,51,married,male,12,29.795
83000,67,195,48,married,female,16,97.117
40000,74,195,51,married,male,12,64.799
100000,75,215,51,married,male,13,46.233
15000,67,174,51,widowed,female,17,68.918
35000,68,158,49,married,female,16,93.238
54000,65,144,55,married,female,18,93.533
54000,72,200,55,married,male,14,71.096
72000,71,211,49,married,male,14,72.595
69200,63,253,49,married,female,17,82.352
75000,74,175,50,married,male,18,71.79
38000,77,190,48,married,male,17,63.289
80000,78,300,51,married,male,12,55.256
35000,66,160,54,married,female,16,71.14
343830,73,230,49,married,male,16,82.62
40000,74,285,50,married,male,12,59.726
75000,71,200,52,married,male,12,87.434
50000,72,220,54,married,male,12,11.551
36000,67,164,49,divorced,female,13,56.704
35000,69,160,55,married,female,16,48.5
28000,66,155,49,single,male,9,18.973
40000,66,170,48,divorced,female,14,44.815
2000,63,130,50,married,female,10,37.97
343830,76,250,48,married,male,12,15.728
76000,73,285,52,married,male,14,94.55
45000,71,200,54,married,male,16,45.924
343830,73,190,51,married,male,14,79.36
70000,73,240,49,divorced,male,16,50.639
151000,73,200,51,married,male,16,87.22
153000,77,229,50,married,male,16,91.807
16000,62,120,52,married,female,12,80.022
56000,67,175,55,married,female,13,67.479
52000,64,195,51,married,female,14,69.959
58000,64,250,48,single,female,12,88.839
42000,72,245,53,married,male,16,75.195
41000,67,280,51,married,male,12,60.361
32000,62,250,49,divorced,female,14,38.439
165000,72,180,50,married,male,16,95.516
120000,71,220,48,married,male,12,91.857
15000,67,200,51,married,male,14,31.355
40000,59,115,49,divorced,female,15,29.679
20000,67,165,51,married,male,12,1.049
10000,65,135,49,married,female,14,37.721
10600,68,235,53,married,male,9,10.31
23000,68,270,50,married,male,10,4.747
65000,69,205,50,married,male,12,24.754
20000,66,200,51,separated,female,12,32.426
32000,69,175,48,divorced,male,12,15.308
72370,68,180,48,divorced,male,10,0.587
34000,65,185,49,married,female,12,16.486
6000,69,210,50,separated,male,8,9.081
2400,64,135,48,married,female,8,1.294
45000,66,170,51,single,male,12,54.755
35000,62,195,55,married,female,12,55.194
85000,63,190,50,married,female,19,60.055
10000,63,125,51,married,female,12,67.899
65000,59,107,49,married,female,17,94.342
38000,63,190,52,divorced,female,12,3.123
58000,61,190,54,married,female,15,23.321
38000,69,250,51,single,male,12,25.56
43000,65,230,48,divorced,female,16,23.139
343830,76,238,55,married,male,18,97.069
46240,71,220,52,married,male,12,32.743
70000,75,210,53,married,male,12,NA
26000,74,185,55,married,male,11,7.374
21000,72,200,52,married,male,12,45.243
75000,70,NA,54,married,male,12,29.66
28000,71,210,49,married,male,13,51.599
28000,69,150,50,divorced,male,13,35.293
25554,66,145,51,separated,female,12,16.864
12000,66,280,53,married,female,12,14.718
35000,66,160,53,married,female,12,21.049
15000,61,200,52,married,female,12,4.53
32000,64,197,52,married,female,14,60.755
40000,66,175,49,married,male,19,63.118
25000,72,242,48,single,male,12,46.876
23000,63,275,50,single,female,16,64.05
32000,72,217,52,married,male,12,85.656
12000,68,150,50,married,female,12,61.117
23000,73,217,51,divorced,male,9,10.313
16000,64,130,52,married,male,8,6.023
70000,64,148,53,widowed,female,12,27.961
65000,67,225,55,married,male,12,66.286
17000,67,195,56,married,male,9,39.69
160000,73,170,49,married,male,12,31.907
178000,73,220,51,married,male,16,85.677
50000,72,140,52,married,male,12,42.853
35880,63,135,49,married,female,14,48.99
12000,64,155,49,separated,female,12,6.054
22000,64,125,48,divorced,female,12,21.62
29000,70,180,53,divorced,male,9,47.601
12000,63,165,51,married,female,12,29.636
50000,70,185,49,single,male,10,45.473
22000,64,185,55,married,female,12,56.039
32000,71,189,50,married,male,12,0.162
26000,73,242,51,divorced,female,12,34.345
55000,63,180,52,married,female,16,37.489
27000,63,155,51,married,female,12,39.633
39400,65,130,50,married,female,14,64.088
37500,64,172,50,married,female,12,61.264
25600,67,159,55,married,male,12,46.741
68000,64,178,52,married,female,12,29.716
31700,61,120,50,single,female,12,64.673
50000,63,125,48,married,female,10,46.125
57000,68,165,49,divorced,male,12,35.796
46000,63,178,48,divorced,female,14,31.716
63000,71,270,49,married,male,12,26.982
2000,73,178,54,married,male,12,87.588
50000,72,220,55,married,male,11,11.506
50000,72,200,53,single,male,16,77.376
34000,65,169,48,married,female,16,67.935
38000,67,208,53,single,male,18,98.198
93600,74,268,52,married,male,20,73.884
7000,63,220,53,married,female,13,31.492
60000,64,220,55,married,female,18,99.527
109000,74,200,54,married,male,16,60.292
35000,66,208,50,divorced,female,14,10.322
26000,67,153,49,married,male,12,28.205
40000,73,225,52,married,male,12,4.242
55000,62,106,50,married,female,14,10.186
70000,71,250,52,married,male,18,NA
26000,69,140,48,divorced,male,12,34.301
26000,67,216,52,separated,female,14,47.973
26000,67,181,49,single,male,12,0
32000,63,218,48,divorced,female,12,18.176
16000,71,265,54,divorced,male,12,8.282
31500,69,245,51,married,male,16,51.958
48000,73,225,48,married,male,17,51.908
343830,69,195,54,married,male,20,95.248
70000,62,160,52,married,female,18,70.691
47000,70,240,49,married,male,12,66.276
110000,62,135,47,married,female,14,60.781
18000,74,250,48,single,male,11,14.31
27000,72,212,48,single,male,12,11.139
30000,67,240,48,married,female,13,57.359
22000,71,215,49,divorced,male,12,15.565
40000,74,230,54,divorced,male,12,2.358
45000,72,210,50,married,male,12,8.54
52000,72,225,52,divorced,male,12,NA
37000,66,150,51,divorced,female,14,0.56
16000,65,200,50,divorced,female,12,5.652
59000,74,210,54,married,male,11,NA
75000,64,168,49,divorced,female,14,52.458
15000,64,230,49,divorced,female,12,37.531
9000,63,175,48,married,female,12,41.932
63000,75,250,55,married,male,18,82.677
225,62,136,52,divorced,female,14,56.276
35000,72,204,49,married,male,13,66.907
76000,71,230,51,married,male,16,82.061
2000,65,140,55,separated,female,14,52.113
343830,67,145,48,divorced,female,16,84.949
20000,73,182,54,single,male,10,0.375
30000,71,150,51,single,male,12,2.826
72000,76,210,54,married,male,16,68.443
343830,73,170,55,married,male,20,97.274
30000,70,200,56,married,male,12,70.576
73000,65,185,55,married,female,13,54.716
65000,62,121,50,divorced,female,18,40.562
49820,72,165,49,divorced,male,13,86.782
70000,64,120,55,married,female,16,87.596
8000,62,220,53,single,female,16,77.716
30000,70,175,54,single,male,14,88.921
22000,70,145,53,single,male,12,31.945
65000,63,154,50,married,female,13,87.858
70000,70,270,55,widowed,female,19,76.766
89000,63,140,54,married,female,18,48.816
48000,70,195,55,separated,male,13,62.536
49000,70,205,54,married,male,15,97.537
90000,68,190,52,married,male,12,80.34
169000,62,130,49,married,female,16,75.52
25000,69,150,54,divorced,female,12,59.926
65000,72,220,51,married,male,12,59.482
12918,69,205,52,married,female,12,81.334
30000,64,200,52,married,female,12,72.612
65000,63,155,55,married,female,14,81.916
59000,66,200,52,single,female,18,87.91
42000,71,235,48,married,male,12,50.838
36000,67,260,50,married,female,12,80.893
25265,62,NA,49,married,female,11,64.357
42000,75,235,52,married,male,12,33.268
17000,62,130,50,married,female,12,76.736
53000,71,181,51,married,male,11,6.399
34000,60,154,53,married,female,13,66.525
88000,65,185,53,single,female,16,43.787
38000,72,227,53,single,male,12,93.505
51000,59,250,51,single,female,15,53.362
58000,68,204,49,married,male,14,23.849
60000,65,240,52,married,female,17,46.464
32000,63,207,54,married,female,14,15.256
3000,62,210,51,single,female,14,16.592
17680,68,226,52,married,male,12,1.881
20000,61,164,48,married,female,11,34.786
53000,69,175,50,separated,male,13,27.209
53000,73,220,51,married,male,12,63.781
52000,61,130,55,married,female,16,13.41
15000,63,203,53,single,female,13,26.336
25000,70,210,49,divorced,male,11,33.51
70000,64,280,48,divorced,female,18,50.725
28000,70,270,50,single,male,11,21.42
35000,70,280,54,married,male,12,19.578
60000,66,190,55,married,male,12,7.667
1900,62,176,50,married,male,9,9.453
26000,70,155,55,married,male,12,22.463
36000,71,186,52,divorced,male,12,19.202
14000,60,140,51,married,female,14,9.829
10000,68,150,50,single,male,12,8.196
60000,63,200,52,divorced,female,14,88.815
32000,65,157,51,married,female,14,62.391
343830,69,160,49,single,male,16,81.271
21000,62,230,48,married,female,15,30.303
49000,64,195,51,married,female,14,60.797
30000,64,189,53,married,female,13,4.616
1000,59,168,49,divorced,female,13,NA
40000,71,180,52,married,male,14,38.958
45000,67,190,48,divorced,male,12,5.254
28000,59,115,53,divorced,female,11,20.899
27000,65,130,49,single,female,12,10.067
45000,73,290,49,married,male,13,NA
80000,72,185,54,married,male,16,84.959
71000,64,250,50,single,female,20,89.495
22000,61,130,54,married,female,12,11.528
9100,66,137,49,married,male,11,6.58
10000,64,180,51,single,female,16,29.937
4500,64,110,48,married,female,12,46.969
3000,68,132,51,married,female,14,43.411
22000,66,220,52,divorced,female,11,10.883
30000,63,250,54,divorced,female,12,23.86
32000,68,150,52,married,male,12,NA
21000,65,205,53,married,female,14,20.382
25000,65,170,50,divorced,female,13,70.163
15800,64,116,54,married,female,9,0
23000,65,210,52,single,male,5,0.258
37000,66,162,54,married,male,13,46.142
15000,66,175,52,single,male,12,6.617
40000,68,180,51,divorced,male,12,30.122
46000,65,186,54,divorced,female,12,17.362
18000,63,156,54,single,female,15,8.121
32500,62,209,53,single,female,14,12.609
31000,61,115,53,divorced,female,20,61.091
40000,71,155,55,married,male,12,11.769
52000,62,130,49,married,female,14,43.362
45000,68,245,51,single,female,12,63.687
20000,66,136,53,divorced,male,11,10.094
14000,60,135,53,divorced,female,12,23.472
73168,69,205,50,married,male,12,37.727
15000,70,195,48,single,male,12,54.21
30000,66,115,49,divorced,female,12,17.499
25000,66,215,51,married,male,12,42.707
7000,70,145,50,married,male,12,1.159
16000,61,155,55,separated,female,12,2.001
35000,69,190,49,single,male,16,87.66
45000,70,190,53,divorced,male,16,53.332
50000,64,174,51,separated,female,14,44.171
24000,66,260,49,divorced,female,14,54.778
80000,62,158,54,married,female,18,79.526
65000,68,155,52,single,male,14,66.117
100000,65,180,51,married,male,15,3.189
27000,64,258,48,single,female,12,18.583
65000,72,280,49,divorced,male,16,33.757
55000,66,197,52,married,male,12,1.859
40000,69,186,53,married,male,12,32.978
75000,62,127,49,married,female,16,66.081
30000,69,185,54,married,male,12,NA
54000,67,175,50,married,female,12,65.245
12000,59,118,52,married,female,14,68.233
26500,68,229,55,widowed,male,12,16.221
60000,68,174,51,divorced,male,14,31.801
22000,65,210,49,married,male,12,14.034
58000,63,172,54,married,male,12,51.499
23000,65,168,55,widowed,female,3,0
38000,68,170,54,married,male,12,35.074
41000,67,200,52,divorced,male,12,14.844
8000,69,179,51,married,male,12,2.447
62000,64,165,48,married,male,12,31.523
40000,68,190,55,married,male,12,2.639
27000,65,183,53,married,female,12,27.786
38000,68,175,54,widowed,female,14,26.436
25000,66,205,51,single,female,12,4.711
83000,67,285,49,divorced,female,12,43.28
82000,66,149,48,separated,male,15,32.347
65000,63,105,50,divorced,female,13,39.897
15000,65,200,53,single,female,16,7.658
69000,69,155,49,divorced,male,14,34.919
34000,65,230,50,divorced,female,13,22.402
15000,65,145,50,married,female,14,24.056
20000,70,185,52,married,male,12,28.605
45000,62,163,52,divorced,female,16,19.327
343830,68,265,49,married,male,12,23.944
60000,74,160,48,single,male,12,7.757
82800,62,150,54,divorced,female,12,9.436
30000,62,150,48,single,female,12,41.347
53000,71,237,49,married,female,12,39.478
21000,70,260,52,single,male,12,0.576
78000,70,174,53,married,male,12,68.328
30000,62,140,50,single,female,12,40.42
11000,71,215,48,married,male,16,48.824
39202,69,240,53,separated,female,15,11.601
60000,67,170,54,single,male,10,9.303
24322,65,180,55,married,female,18,20.907
45000,67,185,50,single,male,12,13.211
10000,74,205,50,married,male,12,4.472
48000,71,193,48,married,male,12,3.494
35000,62,175,48,single,female,11,4.767
18000,60,178,50,married,female,12,28.34
31000,70,182,55,married,male,11,0.259
15000,70,173,49,married,male,11,7.852
48000,66,185,53,married,female,14,11.298
42000,71,180,53,single,male,17,87.384
12000,75,230,51,separated,male,10,2.744
32000,70,235,52,married,male,13,72.71
76000,71,200,49,single,male,18,NA
115000,65,165,51,divorced,female,18,47.671
56000,70,254,50,divorced,female,12,37.75
60000,70,180,48,single,male,12,43.102
